-482006	-1122282	-1122303	-482008	0.998614514
-466285	-1110387	-1110372	-466328	1.00010404
-502091	-1086915	-1086887	-502064	1.001498362
-451548	-1123661	-1123666	-451525	1.010453266
-470078	-1091233	-1091242	-470077	1.027335771
-494135	-1128724	-1128744	-494168	1.015128951
-467003	-1121314	-1121332	-467012	1.008175744
-488506	-1084977	-1084960	-488501	0.983635923
-463052	-1102696	-1102691	-463116	2.133271387
-470939	-1101434	-1101410	-470945	0.977462574
-472283	-1105757	-1105746	-472217	1.005876542
-469613	-1137961	-1138145	-469584	0.999241988
-470889	-1106126	-1106184	-470891	1.112444111
-472294	-1102430	-1102423	-472300	1.064560613
-462506	-1115624	-1115901	-462546	1.006940562
-453436	-1099497	-1099706	-453293	1.009058959
-544008	-1081068	-1080553	-543930	1.009451452
-480585	-1083501	-1083507	-480672	1.002707631
-478157	-1102576	-1102576	-478157	1.000000000
-517808	-1060796	-1060838	-517805	0.982512509
-538013	-1075067	-1075109	-537959	2.960979779
-480743	-1125019	-1124900	-480828	1.026595655
-499349	-1094808	-1094796	-499341	1.068778951
-437267	-1122929	-1122927	-437276	0.983956546
-479662	-1100607	-1100566	-479611	1.00126865
-473989	-1090059	-1090048	-474084	1.056458522
-481320	-1122357	-1122405	-481321	0.987329927
-473451	-1108044	-1108084	-473396	1.005874476
-448410	-1138689	-1138701	-448403	1.012574379
-492102	-1114732	-1114823	-492039	1.118928113
-467613	-1117983	-1117913	-467636	1.018579942
-476736	-1101986	-1101952	-476711	1.012186153
-468965	-1113216	-1113318	-468967	1.000529265
-475437	-1102356	-1102345	-475382	1.005216859
-462677	-1098700	-1098579	-462231	1.184497167
-504233	-1104767	-1104785	-504214	0.998465683
-532882	-1093463	-1093481	-532852	1.053559031
-469385	-1102793	-1102833	-469209	1.002135692
-454020	-1116501	-1116480	-454061	6.040462632
-445118	-1119689	-1119430	-444995	1.033703784
-490489	-1133096	-1133084	-490446	1.006764116
-472287	-1103454	-1103438	-472259	1.001563336
-474711	-1127733	-1127829	-474695	1.023113599
-513799	-1065455	-1065437	-513618	1.16297164
-456687	-1095124	-1094980	-456533	1.006304807
-463936	-1121416	-1121791	-464155	1.115401583
-486514	-1120864	-1120385	-486600	1.004297715
-477799	-1098885	-1099137	-477632	1.128844491
-497976	-1086446	-1086410	-498044	1.002624929
-462758	-1101024	-1101042	-462763	0.983420029
-458915	-1121848	-1121693	-458330	0.999413657
-520483	-1091230	-1091396	-520213	1.099789983
-484749	-1127653	-1127660	-484766	1.003613673
-440620	-1125680	-1125644	-440558	1.002981261
-461572	-1101500	-1101460	-461596	1.008230582
-468959	-1126310	-1126205	-468798	1.736382117
-486468	-1121082	-1120864	-486514	1.005775751
-468349	-1121019	-1120922	-468289	1.001066654
-499002	-1085913	-1085852	-498953	1.387567238
-511124	-1090936	-1090929	-511172	1.006805773
-464499	-1099273	-1099097	-464476	1.000635845
-476600	-1094102	-1094040	-476563	1.263452374
-489433	-1131995	-1132232	-489363	1.054142402
-462853	-1120386	-1120458	-462660	1.000323874
-478280	-1133581	-1133674	-478350	1.049327519
-467135	-1119376	-1119365	-467182	1.013163896
-452102	-1100884	-1100863	-452115	0.974317999
-473418	-1105557	-1105399	-473265	1.077087887
-487682	-1114226	-1114135	-487760	1.266665706
-457300	-1110928	-1110991	-457300	0.994822252
-475740	-1112546	-1113136	-475305	1.011227938
-464659	-1111961	-1111612	-464508	1.005773692
-455308	-1129488	-1129474	-455235	1.034927791
-459740	-1120892	-1120485	-459805	1.074158787
-525457	-1090519	-1090618	-525415	1.125634336
-469275	-1108876	-1108951	-469317	1.227692781
-469355	-1125873	-1125870	-469352	1.113567611
-466628	-1133204	-1133154	-466609	1.00214416
-455050	-1120426	-1120432	-455224	0.997367054
-493751	-1114579	-1114591	-493776	1.007047344
-447396	-1115921	-1115844	-447391	0.996364579
-465570	-1106521	-1106748	-465379	1.079325997
-473327	-1120950	-1120958	-473377	1.008850462
-482665	-1122295	-1122314	-482626	1.090421585
-471294	-1099098	-1099082	-471228	0.992778081
-470127	-1097399	-1097335	-470091	1.02563125
-461194	-1100423	-1099966	-460912	1.026619874
-511967	-1112635	-1112659	-511977	1.047863013
-494842	-1087268	-1087246	-494900	0.996591443
-472268	-1107089	-1107066	-472288	1.106917036
-471572	-1104510	-1104553	-471592	1.511192397
-488082	-1109481	-1109708	-488147	1.033843717
-502742	-1126929	-1126715	-502814	1.250703307
-482858	-1126747	-1126654	-482801	0.996891179
-440420	-1133573	-1133514	-440273	1.000005368
-472531	-1101756	-1101791	-472551	0.991505801
-480837	-1114869	-1114848	-480806	1.009515689
-437849	-1133231	-1133770	-436715	1.032499536
-514147	-1085168	-1085287	-514142	1.195337429
-519011	-1059951	-1059555	-519438	1.054252905
-469117	-1121235	-1121281	-469083	0.99666028
-468417	-1141997	-1142214	-468551	1.03717245
-498921	-1086035	-1086040	-498931	0.983322018
-469810	-1101716	-1101785	-469756	0.991423893
-473130	-1095221	-1095268	-473128	1.010374906
-510823	-1069053	-1068988	-510785	1.007021641
-479148	-1099335	-1099338	-479171	1.037055871
-477989	-1101827	-1101831	-477980	1.00199333
-490505	-1108646	-1108660	-490476	1.020822311
-481585	-1122349	-1122202	-481562	1.088678113
-447086	-1121779	-1121688	-447064	1.228153569
-439477	-1139163	-1138995	-439493	1.028617655
-507923	-1071041	-1071000	-507663	0.9999865
-474029	-1090357	-1090397	-474044	1.017407627
-443866	-1123781	-1123818	-443793	1.01876025
-438333	-1124043	-1123937	-438372	1.002689361
-481264	-1130918	-1130971	-481263	1.208617482
-471139	-1101799	-1101792	-471141	0.979654329
-496015	-1090562	-1090110	-496374	1.008579812
-476314	-1135000	-1135030	-476265	0.990911191
-451525	-1123666	-1123668	-451512	0.998181851
-459232	-1096507	-1096562	-458993	1.012595054
-478119	-1113890	-1113179	-478813	1.009439377
-448853	-1109034	-1108992	-448879	2.203636237
-469560	-1099264	-1099222	-469558	0.99615833
-475225	-1109296	-1109247	-475207	1.005845706
-472108	-1125095	-1125102	-472108	0.997575839
-461034	-1121745	-1121794	-460912	0.993384116
-447294	-1113730	-1113664	-447292	1.039664906
-482364	-1121593	-1121599	-482370	1.004828031
-477954	-1133192	-1133232	-478030	2.642344169
-447635	-1113716	-1113764	-447628	1.209386619
-489472	-1090062	-1090083	-489349	0.999981572
-474279	-1108529	-1108439	-474490	0.999447964
-465964	-1119168	-1119065	-465944	3.667281004
-448782	-1109184	-1109294	-448731	0.998687285
-470231	-1101168	-1101203	-470217	1.004446784
-459531	-1128192	-1128273	-459491	1.084178571
-448269	-1113652	-1113652	-448279	0.986029563
-466779	-1119171	-1119176	-466792	1.087351809
-469851	-1134640	-1134652	-469816	1.010965835
-480104	-1093796	-1093780	-480088	0.970081052
-475340	-1099131	-1099133	-475367	1.024504195
-504643	-1118688	-1118653	-504650	1.020014116
-509680	-1068346	-1066813	-509849	1.007018198
-474426	-1133596	-1133579	-474375	0.989535324
-461819	-1101810	-1101788	-461803	1.017826394
-470965	-1117632	-1117645	-471033	1.005632595
