-482006	-1122282	-1122303	-482008	50
-466285	-1110387	-1110372	-466328	50
-502091	-1086915	-1086887	-502064	50
-451548	-1123661	-1123666	-451525	50
-470078	-1091233	-1091242	-470077	50
-494135	-1128724	-1128744	-494168	50
-467003	-1121314	-1121332	-467012	50
-488506	-1084977	-1084960	-488501	50
-463052	-1102696	-1102691	-463116	50
-470939	-1101434	-1101410	-470945	50
-472283	-1105757	-1105746	-472217	50
-469613	-1137961	-1138145	-469584	50
-470889	-1106126	-1106184	-470891	50
-472294	-1102430	-1102423	-472300	50
-462506	-1115624	-1115901	-462546	50
-453436	-1099497	-1099706	-453293	50
-544008	-1081068	-1080553	-543930	50
-480585	-1083501	-1083507	-480672	20
-478157	-1102576	-1102576	-478157	50
-517808	-1060796	-1060838	-517805	50
-538013	-1075067	-1075109	-537959	50
-480743	-1125019	-1124900	-480828	50
-499349	-1094808	-1094796	-499341	50
-437267	-1122929	-1122927	-437276	50
-479662	-1100607	-1100566	-479611	50
-473989	-1090059	-1090048	-474084	50
-481320	-1122357	-1122405	-481321	50
-473451	-1108044	-1108084	-473396	50
-448410	-1138689	-1138701	-448403	50
-492102	-1114732	-1114823	-492039	50
-467613	-1117983	-1117913	-467636	50
-476736	-1101986	-1101952	-476711	50
-468965	-1113216	-1113318	-468967	50
-475437	-1102356	-1102345	-475382	50
-462677	-1098700	-1098579	-462231	50
-504233	-1104767	-1104785	-504214	50
-532882	-1093463	-1093481	-532852	50
-469385	-1102793	-1102833	-469209	50
-454020	-1116501	-1116480	-454061	50
-445118	-1119689	-1119430	-444995	50
-490489	-1133096	-1133084	-490446	90
-472287	-1103454	-1103438	-472259	50
-474711	-1127733	-1127829	-474695	50
-513799	-1065455	-1065437	-513618	50
-456687	-1095124	-1094980	-456533	50
-463936	-1121416	-1121791	-464155	50
-486514	-1120864	-1120385	-486600	50
-477799	-1098885	-1099137	-477632	50
-497976	-1086446	-1086410	-498044	50
-462758	-1101024	-1101042	-462763	50
-458915	-1121848	-1121693	-458330	50
-520483	-1091230	-1091396	-520213	50
-484749	-1127653	-1127660	-484766	30
-440620	-1125680	-1125644	-440558	50
-461572	-1101500	-1101460	-461596	50
-468959	-1126310	-1126205	-468798	50
-486468	-1121082	-1120864	-486514	50
-468349	-1121019	-1120922	-468289	50
-499002	-1085913	-1085852	-498953	50
-511124	-1090936	-1090929	-511172	50
-464499	-1099273	-1099097	-464476	30
-476600	-1094102	-1094040	-476563	50
-489433	-1131995	-1132232	-489363	50
-462853	-1120386	-1120458	-462660	50
-478280	-1133581	-1133674	-478350	50
-467135	-1119376	-1119365	-467182	50
-452102	-1100884	-1100863	-452115	50
-473418	-1105557	-1105399	-473265	50
-487682	-1114226	-1114135	-487760	50
-457300	-1110928	-1110991	-457300	50
-475740	-1112546	-1113136	-475305	50
-464659	-1111961	-1111612	-464508	50
-455308	-1129488	-1129474	-455235	50
-459740	-1120892	-1120485	-459805	50
-525457	-1090519	-1090618	-525415	50
-469275	-1108876	-1108951	-469317	50
-469355	-1125873	-1125870	-469352	50
-466628	-1133204	-1133154	-466609	50
-455050	-1120426	-1120432	-455224	50
-493751	-1114579	-1114591	-493776	50
-447396	-1115921	-1115844	-447391	50
-465570	-1106521	-1106748	-465379	50
-473327	-1120950	-1120958	-473377	50
-482665	-1122295	-1122314	-482626	50
-471294	-1099098	-1099082	-471228	50
-470127	-1097399	-1097335	-470091	50
-461194	-1100423	-1099966	-460912	50
-511967	-1112635	-1112659	-511977	50
-494842	-1087268	-1087246	-494900	50
-472268	-1107089	-1107066	-472288	50
-471572	-1104510	-1104553	-471592	50
-488082	-1109481	-1109708	-488147	50
-502742	-1126929	-1126715	-502814	50
