-482006	-1122282	-1122303	-482008	21.0658
-466285	-1110387	-1110372	-466328	45.54592824
-502091	-1086915	-1086887	-502064	38.95558291
-451548	-1123661	-1123666	-451525	23.78324525
-470078	-1091233	-1091242	-470077	9.302921073
-494135	-1128724	-1128744	-494168	39.17135213
-467003	-1121314	-1121332	-467012	20.28914547
-488506	-1084977	-1084960	-488501	17.43007296
-463052	-1102696	-1102691	-463116	136.9453895
-470939	-1101434	-1101410	-470945	24.18108862
-472283	-1105757	-1105746	-472217	67.30358956
-469613	-1137961	-1138145	-469584	186.1301117
-470889	-1106126	-1106184	-470891	64.56010721
-472294	-1102430	-1102423	-472300	9.814763898
-462506	-1115624	-1115901	-462546	281.8156628
-453436	-1099497	-1099706	-453293	255.5330993
-544008	-1081068	-1080553	-543930	525.7963139
-480585	-1083501	-1083507	-480672	87.44277459
-478157	-1102576	-1102576	-478157	273.7631067
-517808	-1060796	-1060838	-517805	41.37066064
-538013	-1075067	-1075109	-537959	202.5621827
-480743	-1125019	-1124900	-480828	150.1288657
-499349	-1094808	-1094796	-499341	15.41414923
-437267	-1122929	-1122927	-437276	9.071631124
-479662	-1100607	-1100566	-479611	65.52000925
-473989	-1090059	-1090048	-474084	101.0341168
-481320	-1122357	-1122405	-481321	47.40212007
-473451	-1108044	-1108084	-473396	68.40686013
-448410	-1138689	-1138701	-448403	14.06713284
-492102	-1114732	-1114823	-492039	123.8426481
-467613	-1117983	-1117913	-467636	75.05075068
-476736	-1101986	-1101952	-476711	42.71617445
-468965	-1113216	-1113318	-468967	102.0736014
-475437	-1102356	-1102345	-475382	56.38182416
-462677	-1098700	-1098579	-462231	547.3825293
-504233	-1104767	-1104785	-504214	26.13234773
-532882	-1093463	-1093481	-532852	36.85951217
-469385	-1102793	-1102833	-469209	180.8736941
-454020	-1116501	-1116480	-454061	278.2549454
-445118	-1119689	-1119430	-444995	296.3865081
-490489	-1133096	-1133084	-490446	44.94499918
-472287	-1103454	-1103438	-472259	32.29944708
-474711	-1127733	-1127829	-474695	99.57371302
-513799	-1065455	-1065437	-513618	211.5361976
-456687	-1095124	-1094980	-456533	212.1657126
-463936	-1121416	-1121791	-464155	484.3797525
-486514	-1120864	-1120385	-486600	488.7505402
-477799	-1098885	-1099137	-477632	341.2640845
-497976	-1086446	-1086410	-498044	77.1435023
-462758	-1101024	-1101042	-462763	18.37180227
-458915	-1121848	-1121693	-458330	604.8310752
-520483	-1091230	-1091396	-520213	348.5761753
-484749	-1127653	-1127660	-484766	18.45121288
-440620	-1125680	-1125644	-440558	71.90753126
-461572	-1101500	-1101460	-461596	47.03155218
-468959	-1126310	-1126205	-468798	333.7559504
-486468	-1121082	-1120864	-486514	224.0871984
-468349	-1121019	-1120922	-468289	114.1786626
-499002	-1085913	-1085852	-498953	108.5677156
-511124	-1090936	-1090929	-511172	48.83786395
-464499	-1099273	-1099097	-464476	177.6093391
-476600	-1094102	-1094040	-476563	91.22266131
-489433	-1131995	-1132232	-489363	260.5011753
-462853	-1120386	-1120458	-462660	206.0594339
-478280	-1133581	-1133674	-478350	122.1419035
-467135	-1119376	-1119365	-467182	48.90549579
-452102	-1100884	-1100863	-452115	24.06387943
-473418	-1105557	-1105399	-473265	236.8932319
-487682	-1114226	-1114135	-487760	151.8150503
-457300	-1110928	-1110991	-457300	62.67380185
-475740	-1112546	-1113136	-475305	741.2549103
-464659	-1111961	-1111612	-464508	382.4612337
-455308	-1129488	-1129474	-455235	76.92653847
-459740	-1120892	-1120485	-459805	442.7228547
-525457	-1090519	-1090618	-525415	121.0514931
-469275	-1108876	-1108951	-469317	105.5316031
-469355	-1125873	-1125870	-469352	4.724467256
-466628	-1133204	-1133154	-466609	53.60300398
-455050	-1120426	-1120432	-455224	173.6450127
-493751	-1114579	-1114591	-493776	27.92627807
-447396	-1115921	-1115844	-447391	76.88164995
-465570	-1106521	-1106748	-465379	320.1980244
-473327	-1120950	-1120958	-473377	51.08410722
-482665	-1122295	-1122314	-482626	47.30469529
-471294	-1099098	-1099082	-471228	67.42125452
-470127	-1097399	-1097335	-470091	75.31234784
-461194	-1100423	-1099966	-460912	551.2986957
-511967	-1112635	-1112659	-511977	27.24443834
-494842	-1087268	-1087246	-494900	61.8208092
-472268	-1107089	-1107066	-472288	33.73827926
-471572	-1104510	-1104553	-471592	71.66621824
-488082	-1109481	-1109708	-488147	244.1141243
-502742	-1126929	-1126715	-502814	282.3931863
-482858	-1126747	-1126654	-482801	108.73885
-440420	-1133573	-1133514	-440273	158.3990826
-472531	-1101756	-1101791	-472551	39.96887662
-480837	-1114869	-1114848	-480806	37.79958918
-437849	-1133231	-1133770	-436715	1296.384066
-514147	-1085168	-1085287	-514142	142.3706593
-519011	-1059951	-1059555	-519438	613.9563784
-469117	-1121235	-1121281	-469083	57.01036191
-468417	-1141997	-1142214	-468551	264.5196452
-498921	-1086035	-1086040	-498931	10.99387438
-469810	-1101716	-1101785	-469756	86.86706566
-473130	-1095221	-1095268	-473128	47.53059583
-510823	-1069053	-1068988	-510785	75.82144068
-479148	-1099335	-1099338	-479171	24.05433153
-477989	-1101827	-1101831	-477980	9.868489823
-490505	-1108646	-1108660	-490476	32.87301454
-481585	-1122349	-1122202	-481562	161.9827185
-447086	-1121779	-1121688	-447064	114.981676
-439477	-1139163	-1138995	-439493	173.5897057
-507923	-1071041	-1071000	-507663	263.2092883
-474029	-1090357	-1090397	-474044	43.46367287
-443866	-1123781	-1123818	-443793	83.37667331
-438333	-1124043	-1123937	-438372	113.2506451
-481264	-1130918	-1130971	-481263	64.06812756
-471139	-1101799	-1101792	-471141	7.131991172
-496015	-1090562	-1090110	-496374	582.1742492
-476314	-1135000	-1135030	-476265	56.93213824
-451525	-1123666	-1123668	-451512	13.12903242
-459232	-1096507	-1096562	-458993	248.3357114
-478119	-1113890	-1113179	-478813	1002.936315
-448853	-1109034	-1108992	-448879	108.8516004
-469560	-1099264	-1099222	-469558	41.88605909
-475225	-1109296	-1109247	-475207	52.50668734
-472108	-1125095	-1125102	-472108	6.983030872
-461034	-1121745	-1121794	-460912	130.6026242
-447294	-1113730	-1113664	-447292	68.64938154
-482364	-1121593	-1121599	-482370	8.52624858
-477954	-1133192	-1133232	-478030	226.9341412
-447635	-1113716	-1113764	-447628	58.66460122
-489472	-1090062	-1090083	-489349	124.7775066
-474279	-1108529	-1108439	-474490	229.2660435
-465964	-1119168	-1119065	-465944	384.7849921
-448782	-1109184	-1109294	-448731	121.0885167
-470231	-1101168	-1101203	-470217	37.8637803
-459531	-1128192	-1128273	-459491	97.9427983
-448269	-1113652	-1113652	-448279	9.860295632
-466779	-1119171	-1119176	-466792	15.14505819
-469851	-1134640	-1134652	-469816	37.4057359
-480104	-1093796	-1093780	-480088	21.95042849
-475340	-1099131	-1099133	-475367	27.73739864
-504643	-1118688	-1118653	-504650	36.40750318
-509680	-1068346	-1066813	-509849	1553.111339
-474426	-1133596	-1133579	-474375	53.19615261
-461819	-1101810	-1101788	-461803	27.68787136
-470965	-1117632	-1117645	-471033	69.62144871
-531375	-1073337	-1073506	-531625	339.0540203
-465309	-1126926	-1126902	-465359	63.02358292
-465446	-1132298	-1132925	-465407	669.2415946
-469109	-1126086	-1126043	-469045	77.61586408
-508725	-1104131	-1104094	-508700	44.55076104
-478353	-1100188	-1100216	-478385	42.38773769
-494825	-1101036	-1100987	-494968	157.3028929
-501471	-1083303	-1083325	-501436	41.23361259
-479431	-1098153	-1098148	-479423	9.204578289
-448651	-1112480	-1112522	-448747	105.3344107
-527105	-1082559	-1082608	-526837	315.0798514
-493699	-1123479	-1123519	-493673	47.57064001
-474564	-1104206	-1104280	-474748	200.015436
-464326	-1131193	-1131230	-464338	44.2471958
-449180	-1120431	-1120402	-449235	77.18197396
-476833	-1133309	-1133000	-476771	352.9022462
