Filename,sigR,sigG,sigB
Image1_dft_q10.png,86.7127610657928,83.6459181680991,40.1057643862187
Image1_dft_q50.png,83.7863204286854,83.2705617169083,39.503805486284
Image1_dft_q70.png,84.1675114245688,82.9998211915741,39.8171679549093
Image2_dft_q70.png,23.06130859504,23.2849161969783,23.9138331188834
Image2_dft_q50.png,23.0587724447048,23.2816780379005,23.9148597224904
Image2_dft_q10.png,23.1844275335238,23.4062024153936,24.0558496489578
barvicky_dft_q10.png,77.7244986774884,84.3953590381312,89.371821279413
barvicky_dft_q50.png,76.67704371251,83.8840915652699,88.1250208836483
barvicky_dft_q70.png,76.6466780018492,83.8839283074871,88.1804225449567
dkm_dft_q70.png,28.5959260655554,28.595829351012,28.5960282501499
dkm_dft_q50.png,28.6086043757182,28.6085786220511,28.6086261151886
dkm_dft_q10.png,28.7213929462774,28.7175991642885,28.7265189325797
gradient_dft_q10.png,3.45841216166718,3.43789680475764,3.49908562985605
gradient_dft_q50.png,3.24209696529696,3.24136450336044,3.24236473324598
gradient_dft_q70.png,3.238209811407,3.23762935204941,3.23907092321987
prazdny_dft_q70.png,0.0970133928571215,0.0732236607142909,0.122609151785696
prazdny_dft_q50.png,0.0438125000000013,0.0330687500000124,0.0553718749999916
prazdny_dft_q10.png,0.700999999999993,0.5291,0.885950000000008
rovne_dft_q10.png,46.5584165208994,47.1205672323302,45.3680006827141
rovne_dft_q50.png,46.1662094102765,46.9468776550601,44.9910845793497
rovne_dft_q70.png,46.1527168377016,46.9376848842502,44.9832432640804
text_dft_q70.png,20.4184024309104,20.4183093645724,20.4185391676909
text_dft_q50.png,20.4129003987495,20.4128718910221,20.4129297259528
text_dft_q10.png,20.5116166104365,20.5067104279197,20.5187325911359
text2_dft_q10.png,41.2306305558613,41.2305154622624,41.2338215122021
text2_dft_q50.png,41.094144664056,41.0941052677079,41.094163026168
text2_dft_q70.png,41.0884082847712,41.0883049939726,41.0884848112207
